food_name,energy_kcal ,fat_g,saturates_g,carbohydrate_g,sugars_g,starch_g,fibre_g,protein_g,salt_g
Molasses,232,0.1,0.00,57.8,57.8,0.0,0.0,0.0,0.09
"Monkfish, flesh only, grilled",96,0.6,0.10,0.0,0.0,0.0,0.0,22.8,0.07
"Monkfish, flesh only, grilled, weighed with bones",74,0.4,0.10,0.0,0.0,0.0,0.0,17.5,0.05
"Monkfish, flesh only, raw",66,0.4,0.10,0.0,0.0,0.0,0.0,15.7,0.05
"Mooli paratha, homemade",177,2.3,0.41,30.9,1.8,29.1,4.8,5.9,0.99
"Moussaka, homemade",124,8.0,3.39,4.0,2.6,1.4,1.0,8.5,0.18
"Moussaka, retail, reheated",144,8.3,2.90,8.0,2.0,5.9,1.9,8.3,0.70
"Moussaka, vegetable, homemade",129,8.6,2.40,7.9,2.4,5.5,1.2,4.5,0.17
"Moussaka, vegetable, retail",N,4.9,N,7.6,4.4,3.2,N,5.9,0.53
"Mousse, chocolate, low fat",N,3.7,2.54,17.3,15.3,2.0,N,5.4,0.17
"Mousse, fruit",N,6.4,4.11,17.4,17.4,0.0,N,4.4,0.16
"Muesli, Swiss style, no added sugar or salt, unfortified",373,5.9,1.19,65.3,12.8,52.5,8.5,10.5,0.17
"Muesli, Swiss style, unfortified",383,6.3,1.27,67.4,20.8,46.6,8.8,9.9,0.35
"Muffins, American style, chocolate chip, homemade",386,17.5,10.37,49.9,26.9,23.0,1.3,6.6,0.66
"Muffins, American, chocolate, retail",440,25.4,4.83,46.4,29.5,16.7,1.0,6.1,0.99
"Muffins, American, not chocolate, retail",380,19.5,2.40,44.8,26.6,18.0,1.8,5.4,0.63
"Muffins, bran, homemade",280,7.0,3.50,41.1,16.4,24.7,9.2,8.4,0.88
"Muffins, English style, white",229,1.9,0.38,40.4,3.3,37.1,2.6,11.3,1.08
"Muffins, English style, white, toasted",267,2.7,0.43,46.6,3.6,43.0,3.0,12.5,1.23
"Mulberries, whole fruit, raw",40,0.0,0.00,8.1,8.1,0.0,0.0,1.3,0.01
"Mulberries, whole fruit, stewed with sugar",68,0.0,0.00,15.9,15.9,0.0,0.0,1.0,0.00
"Mulberries, whole fruit, stewed without sugar",33,0.0,0.00,7.0,7.0,0.0,0.0,1.1,0.00
"Mullet, Grey, flesh only, grilled",150,5.2,1.40,0.0,0.0,0.0,0.0,25.8,0.21
"Mullet, Grey, flesh only, raw",115,4.0,1.10,0.0,0.0,0.0,0.0,19.8,0.16
"Mullet, Grey, grilled, weighed with bones and skin",83,2.9,0.80,0.0,0.0,0.0,0.0,14.2,0.12
"Mullet, Red, flesh only, grilled",121,4.4,1.20,0.0,0.0,0.0,0.0,20.4,0.28
"Mullet, Red, flesh only, grilled, weighed with bones and skin",57,2.1,0.56,0.0,0.0,0.0,0.0,9.6,0.13
"Mullet, Red, flesh only, raw",109,3.8,1.10,0.0,0.0,0.0,0.0,18.7,0.23
"Mushroom, dried",186,6.0,1.20,4.6,3.5,1.1,13.3,21.8,0.15
"Mushrooms, Chinese, dried, raw",333,1.8,0.36,57.5,43.8,13.7,13.3,13.3,0.10
"Mushrooms, Jew's ear, tender, dried, raw",309,1.0,0.20,59.9,45.6,14.3,13.3,6.9,0.16
"Mushrooms, Jew's ear, tender, dried, soaked, raw",39,0.7,0.14,5.5,4.2,1.3,0.7,0.7,0.00
"Mushrooms, Jew's ear, tough, dried, raw",334,2.0,0.40,65.9,50.1,15.8,13.3,4.8,0.33
"Mushrooms, Jew's ear, tough, dried, soaked, raw",72,0.2,0.04,14.4,11.0,3.4,0.7,1.1,0.09
"Mushrooms, oyster, raw",17,0.2,0.00,0.0,0.0,0.0,2.3,1.0,0.19
"Mushrooms, shiitake, cooked",69,0.2,0.10,11.4,2.4,9.0,2.5,2.6,0.01
"Mushrooms, shiitake, dried, raw",367,1.0,0.20,69.9,14.7,55.2,3.3,16.3,0.03
"Mushrooms, white, fried in corn oil",115,11.0,1.60,0.4,0.4,0.0,1.0,1.4,0.02
"Mushrooms, white, fried in rapeseed oil",123,11.0,0.75,0.4,0.4,0.0,1.0,3.5,0.02
"Mushrooms, white, fried in salted butter",124,11.0,7.36,0.5,0.5,0.0,1.0,3.5,0.38
"Mushrooms, white, raw",21,0.2,0.04,0.3,0.3,0.0,0.7,2.5,0.01
"Mushrooms, white, stewed in unsalted water",29,0.3,0.08,0.1,0.0,0.1,2.6,3.6,0.01
"Mussels in white wine sauce, cooked",83,3.2,1.26,3.4,0.8,2.6,0.0,9.7,1.52
"Mussels, purchased cooked",91,2.2,0.34,0.0,0.0,0.0,0.0,17.7,1.00
"Mussels, raw",64,1.8,0.40,0.0,0.0,0.0,0.0,12.1,0.73
"Mustard and cress, raw",17,0.6,0.00,0.4,0.4,0.0,1.6,1.6,0.05
"Mustard leaves, boiled in unsalted water",22,0.2,0.00,1.8,0.5,1.3,2.4,2.0,0.04
"Mustard leaves, raw",34,0.3,0.00,3.2,0.7,2.5,3.9,2.6,0.06
Mustard powder,488,28.7,1.50,19.4,6.9,12.5,18.1,28.9,0.01
Mustard seeds,508,28.8,1.50,27.2,6.8,20.4,12.2,28.9,0.01
"Mustard, powder, made up",238,14.4,0.80,9.7,3.4,6.3,6.1,14.4,0.01
"Mustard, smooth",144,8.2,0.50,9.5,7.7,1.7,1.7,7.1,7.38
"Mustard, wholegrain",151,10.2,0.60,4.2,3.9,0.3,4.9,8.2,4.05
"Nectarines, flesh and skin, raw",50,0.3,0.02,9.5,9.5,0.0,1.3,0.9,0.00
"Nectarines, flesh and skin, raw, weighed with stones",46,0.3,0.02,8.8,8.8,0.0,1.2,0.9,0.00
"Noodles, egg, dried, raw",346,2.0,0.31,66.1,1.6,64.5,5.5,13.2,1.25
"Noodles, egg, fine, dried, boiled in unsalted water",132,0.8,0.12,25.0,0.0,25.0,2.3,5.1,0.27
"Noodles, egg, fried with spring onions, homemade",249,12.2,0.88,27.8,0.2,27.6,2.7,5.6,0.30
"Noodles, egg, medium, dried, boiled in unsalted water",170,1.0,0.15,32.5,0.0,32.5,3.0,6.4,0.35
"Noodles, egg, thick, dried, boiled in unsalted water",147,0.9,0.13,27.9,0.0,27.9,2.6,5.5,0.30
"Noodles, rice, fine, dried, boiled in unsalted water",90,0.2,0.05,19.4,0.0,19.4,1.1,2.1,0.01
"Nougat, homemade",423,10.2,1.61,76.5,76.1,0.4,1.1,5.7,0.29
"Nut and rice roast, mixed nuts with egg, homemade",345,21.9,3.50,21.5,2.6,18.6,3.5,13.6,1.05
"Nut and rice roast, mixed nuts, homemade",357,22.6,3.50,23.1,2.8,20.0,3.7,13.6,1.10
"Nut and seed roast, mixed nuts and sunflower seeds with egg, homemade",348,23.9,3.40,16.5,2.6,13.5,3.9,14.7,0.75
"Nut and seed roast, mixed nuts and sunflower seeds, homemade",363,24.9,3.40,18.0,2.8,14.7,4.2,14.7,0.78
"Nut and vegetable roast, mixed nuts with egg, homemade",316,21.2,3.30,16.8,3.5,13.0,3.6,12.7,0.73
"Nut and vegetable roast, mixed nuts, homemade",328,21.9,3.20,18.1,3.7,14.0,3.9,12.6,0.75
"Nut croquettes, fried in sunflower oil, homemade",364,26.2,3.60,19.7,2.4,16.9,3.4,10.8,0.55
"Nut croquettes, fried in vegetable oil, homemade",364,26.2,3.40,19.7,2.4,16.9,3.4,10.8,0.55
"Nut cutlets, retail, fried in sunflower oil",295,22.3,2.50,17.0,1.2,15.7,1.7,5.6,0.53
"Nut cutlets, retail, fried in vegetable oil",295,22.3,2.40,17.0,1.2,15.7,1.7,5.6,0.53
"Nut cutlets, retail, grilled",217,13.0,1.40,18.1,1.3,16.7,1.8,6.0,0.55
"Nut roast, homemade",349,23.5,3.63,17.3,3.9,13.1,4.0,15.1,0.39
"Nut roast, mixed nuts with egg, homemade",353,24.7,3.90,15.5,2.9,12.3,3.9,15.1,0.83
"Nut, mushroom and rice roast, homemade",267,15.3,2.20,22.2,2.6,19.3,2.7,8.9,0.73
"Nutmeg, ground",515,36.3,25.90,29.8,28.5,1.3,20.8,6.9,0.04
"Nuts, mixed",611,49.1,7.72,10.8,5.3,5.5,8.5,27.3,0.01
"Oatcakes, homemade",421,15.9,6.76,55.8,0.4,55.5,6.8,10.2,0.44
"Oatcakes, plain, retail",468,20.0,5.67,57.2,3.0,54.2,9.4,10.0,1.99
"Octopus, raw",83,1.3,0.30,0.0,0.0,0.0,0.0,17.9,0.58
"Oil, coconut",899,99.9,86.50,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, cod liver",899,99.9,21.10,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, corn",899,99.9,14.40,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, cottonseed",891,99.0,26.10,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, evening primrose",899,99.9,7.80,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, grapeseed",899,99.9,11.10,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, hazelnut",899,99.9,7.80,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, olive",899,99.9,14.30,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, palm",899,99.9,47.80,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, peanut (groundnut)",899,99.9,20.00,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, rapeseed",899,99.9,6.60,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, safflower",899,99.9,9.70,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, sesame",898,99.7,14.60,0.0,0.0,0.0,0.0,0.2,0.01
"Oil, soya",899,99.9,15.60,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, sunflower",899,99.9,12.00,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, vegetable, average",899,99.9,6.60,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, walnut",899,99.9,9.10,0.0,0.0,0.0,0.0,0.0,0.00
"Oil, wheatgerm",899,99.9,18.60,0.0,0.0,0.0,0.0,0.0,0.00
"Okra with tomatoes and onion, Greek, homemade",187,16.7,2.53,4.5,4.1,0.4,4.1,2.6,0.02
"Okra with tomatoes and onion, West Indian, homemade",106,7.7,0.74,4.3,3.7,0.5,4.2,2.8,0.06
"Okra, boiled in unsalted water",23,0.2,0.07,1.8,1.4,0.5,3.1,1.8,0.01
"Okra, raw",38,1.0,0.30,2.8,2.4,0.5,4.0,2.5,0.02
"Okra, stir-fried in corn oil",282,26.1,3.30,4.3,3.5,0.7,6.3,4.3,0.03
"Olives, green, in brine, drained, flesh and skin",111,11.0,1.70,0.0,0.0,0.0,4.0,0.9,3.33
"Olives, green, in brine, drained, flesh and skin, weighed with stones",88,8.8,1.40,0.0,0.0,0.0,3.2,0.7,2.66
"Omelette, cheese, homemade",267,22.7,9.55,0.0,0.0,0.0,0.0,15.7,0.84
"Omelette, curried, homemade",366,36.0,20.52,1.4,1.4,0.0,1.6,8.4,0.96
"Omelette, plain, homemade",191,16.4,3.22,0.0,0.0,0.0,0.0,10.9,0.34
"Omelette, Spanish, homemade",115,7.6,1.19,5.3,3.2,2.2,1.3,5.6,0.14
"Onion sauce, made with semi-skimmed milk, homemade",88,4.7,1.88,8.0,4.5,3.5,1.0,3.0,0.16
"Onion sauce, made with skimmed milk, homemade",80,3.8,1.25,8.0,4.5,3.5,1.0,3.1,0.17
"Onion sauce, made with whole milk, homemade",92,5.5,2.68,7.0,4.6,2.4,0.7,3.3,0.15
"Onions, baked",51,0.2,0.00,9.6,7.6,0.0,2.7,1.3,0.01
"Onions, boiled in unsalted water",31,0.3,0.00,5.2,4.1,0.0,2.3,0.7,0.01
"Onions, dried, raw",357,1.2,0.50,68.2,53.5,0.0,19.3,8.8,0.25
"Onions, fried in butter",102,5.3,3.50,10.9,8.5,0.1,3.0,1.2,0.09
"Onions, fried in corn oil",102,5.3,0.74,10.9,8.5,0.1,3.0,1.2,0.01
"Onions, fried in lard",102,5.3,2.08,10.9,8.5,0.1,3.0,1.2,0.01
"Onions, fried in rapeseed oil",102,5.3,0.34,10.9,8.5,0.1,3.0,1.2,0.01
"Onions, fried in sunflower oil",102,5.3,0.62,10.9,8.5,0.1,3.0,1.2,0.01
"Onions, pickled, drained",27,0.2,0.00,4.7,3.4,0.0,1.6,0.9,1.13
"Onions, raw",40,0.1,0.00,7.8,6.1,0.0,2.2,1.0,0.01
"Orange juice, ambient, UHT",39,0.0,0.00,8.3,8.3,0.0,0.0,0.6,0.01
"Orange juice, chilled",41,0.0,0.00,8.4,8.4,0.0,0.0,0.9,0.00
"Orange juice, freshly squeezed",39,0.0,0.00,8.0,8.0,0.0,0.3,0.6,0.01
"Orange juice, freshly squeezed, weighed as whole fruit",18,0.0,0.00,3.6,3.6,0.0,0.0,0.3,0.00
"Orange roughy, raw",122,7.0,0.30,0.0,0.0,0.0,0.0,14.7,0.19
"Oranges, flesh only",43,0.2,0.05,8.0,8.0,0.0,1.2,0.8,0.00
"Oranges, flesh only, weighed with peel and pips",33,0.2,0.04,5.7,5.7,0.0,1.2,0.8,0.00
"Oregano, dried, ground",265,4.3,1.55,26.4,4.1,22.3,42.5,9.0,0.06
"Oregano, fresh",60,0.9,0.23,6.9,0.8,6.1,8.6,1.8,0.01
"Ortaniques, flesh only",57,0.2,0.00,11.1,11.1,0.0,1.7,1.0,0.01
"Ovaltine powder, made up with semi-skimmed milk",82,1.7,1.11,12.5,9.0,3.5,0.5,3.8,0.13
"Ovaltine powder, made up with skimmed milk",71,0.4,0.27,12.6,9.1,3.5,0.5,3.9,0.13
"Ovaltine powder, made up with whole milk",97,3.4,2.19,12.5,9.0,3.5,0.5,3.8,0.13
"Ovaltine, powder",365,1.9,1.40,77.6,46.0,31.6,4.3,7.1,0.30
"Oxtail, meat only, stewed with added salt",243,13.4,6.30,0.0,0.0,0.0,0.0,30.5,0.48
"Oxtail, meat only, stewed, weighed with fat and bones",92,5.1,2.30,0.0,0.0,0.0,0.0,11.6,0.18
"Oxtail, raw",171,10.1,4.20,0.0,0.0,0.0,0.0,20.0,0.28
"Oysters, raw",55,1.3,0.20,0.0,0.0,0.0,0.0,10.8,1.28
"Oysters, raw, weighed with shells",8,0.2,0.00,0.0,0.0,0.0,0.0,1.5,0.18
"Pak choi, steamed",18,0.1,0.02,1.9,1.5,0.4,2.0,1.5,0.10
"Pakora, vegetable, takeaway and restaurant",299,22.0,3.73,15.1,1.5,13.6,3.3,8.4,1.20
"Pakora/bhajia, aubergine, fried in vegetable oil, homemade",303,22.5,1.63,14.9,2.2,12.7,4.8,7.8,0.05
"Pakora/bhajia, cauliflower, fried in vegetable oil, homemade",324,23.9,1.71,15.8,2.7,13.2,4.7,9.1,0.06
"Pakora/bhajia, onion, fried in vegetable oil, homemade",276,14.7,1.09,21.9,3.2,18.7,5.7,11.1,0.04
"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade",314,22.3,1.77,17.6,1.9,15.7,4.0,8.7,0.02
"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade",364,22.7,1.67,24.5,1.7,22.8,6.1,12.4,0.04
"Pakora/bhajia, potato, fried in vegetable oil, homemade",323,19.6,1.41,25.0,1.4,23.6,5.0,9.2,0.06
"Pakora/bhajia, spinach, fried in vegetable oil, homemade",374,22.2,1.65,25.6,1.8,23.7,7.0,14.6,0.23
"Pakora/bhajia, vegetable, retail",243,14.7,1.00,19.5,2.3,15.9,3.6,6.5,1.08
"Pakoras, homemade",183,8.1,0.66,17.1,2.1,15.0,4.5,8.1,0.16
"Pancakes (served with crispy duck), pancakes only, takeaway",N,7.9,N,48.8,5.0,38.1,N,8.6,0.30
"Pancakes, savoury, made with semi-skimmed milk, homemade",204,8.4,1.95,24.3,3.6,20.7,1.1,7.1,0.13
"Pancakes, savoury, made with skimmed milk, homemade",194,7.3,1.22,24.3,3.6,20.7,1.1,7.1,0.14
"Pancakes, savoury, wholemeal, made with whole milk, homemade",214,10.1,2.87,21.5,3.8,17.7,2.9,7.7,0.13
"Pancakes, stuffed with vegetables, homemade",115,4.2,0.95,14.3,4.3,10.0,1.2,4.3,0.07
"Pancakes, stuffed with vegetables, wholemeal, homemade",118,5.0,1.39,12.7,4.2,8.5,2.1,4.6,0.07
"Pancakes, sweet, made with semi skimmed milk, homemade",236,7.4,1.22,35.2,16.2,19.0,1.0,6.6,0.13
"Pancakes, sweet, made with skimmed milk, homemade",236,7.4,1.22,35.2,16.2,19.0,1.0,6.6,0.13
"Pancakes, sweet, made with whole milk, homemade",256,9.7,2.67,35.1,16.1,19.0,1.0,6.5,0.12
"Pangasius, flesh only, baked",108,2.3,0.72,0.0,0.0,0.0,0.0,21.9,0.75
"Pangasius, flesh only, poached",102,2.2,0.68,0.0,0.0,0.0,0.0,20.5,0.70
"Pangasius, flesh only, raw",74,1.6,0.49,0.0,0.0,0.0,0.0,14.9,0.51
"Papadums, takeaway",511,38.8,7.95,25.7,0.0,25.7,6.3,11.5,N
"Papaya, flesh only, raw",51,0.6,0.19,9.5,9.5,0.0,1.8,0.8,0.04
"Papaya, flesh only, raw, weighed with skin and pips",31,0.4,0.11,5.7,5.7,0.0,1.1,0.4,0.02
"Papaya, unripe, green flesh, raw",24,0.1,0.00,3.6,3.6,0.0,2.3,0.9,0.04
Paprika,319,12.9,2.14,19.1,10.3,8.8,34.9,14.1,0.17
"Paratha, homemade",341,14.4,8.51,41.8,0.8,41.0,4.9,8.6,0.30
"Parrot fish, raw",83,0.4,0.10,0.0,0.0,0.0,0.0,19.9,0.21
"Parsley, dried",237,7.0,1.38,14.3,12.4,1.9,26.9,15.8,0.45
"Parsley, fresh",44,1.3,0.16,2.7,2.3,0.4,5.0,2.9,0.08
"Parsnip, boiled in unsalted water",70,0.7,0.12,13.6,4.1,9.5,2.6,1.2,0.01
"Parsnip, raw",73,1.1,0.20,11.6,5.4,5.6,4.7,1.8,0.03
"Parsnip, roasted in rapeseed oil",166,4.5,0.37,26.6,8.0,18.5,5.1,2.4,0.02
"Partridge, meat only, roasted",212,7.2,1.90,0.0,0.0,0.0,0.0,36.7,0.25
"Partridge, meat only, roasted, weighed with bone",127,4.3,1.10,0.0,0.0,0.0,0.0,22.0,0.15
Passion fruit juice,56,0.1,0.00,10.6,10.6,0.0,0.2,0.8,0.05
"Passion fruit, flesh and pips",63,0.4,0.10,5.7,5.7,0.0,7.9,2.8,0.05
"Passion fruit, flesh and pips, weighed with skin",37,0.2,0.00,3.4,3.4,0.0,4.8,1.7,0.03
"Pasta and sauce mixes, dried, raw",365,4.9,2.25,64.0,7.8,56.3,4.5,14.1,2.91
"Pasta shapes, coloured, flavoured, dried, raw",349,1.6,0.23,68.7,2.2,66.5,5.5,12.1,0.02
"Pasta with ham and mushroom sauce, homemade",135,5.3,3.18,14.9,1.0,13.9,1.2,6.3,0.24
"Pasta with meat and tomato sauce, homemade",144,4.1,1.41,18.7,1.9,16.8,2.1,6.9,0.23
"Pasta, egg, fresh, filled with cheese and tomato, boiled in unsalted water",194,5.9,3.12,25.6,0.2,25.4,2.3,8.6,0.53
"Pasta, egg, fresh, filled with cheese only, boiled in unsalted water",216,6.7,3.54,27.5,2.1,25.5,2.2,10.3,0.61
"Pasta, egg, fresh, filled with green vegetables/herbs and cheese, boiled in unsalted water",194,5.8,3.22,26.1,0.1,26.0,1.6,8.6,0.60
"Pasta, egg, fresh, filled with meat, boiled in unsalted water",200,4.7,1.81,28.5,1.0,27.5,1.9,10.1,0.75
"Pasta, egg, fresh, filled with mushrooms, boiled in unsalted water",173,4.3,2.27,24.7,0.7,24.0,1.9,7.9,0.53
"Pasta, egg, fresh, raw",287,2.9,0.71,51.9,2.0,49.9,3.3,11.6,0.06
"Pasta, egg, white, dried, raw",369,3.6,0.89,68.1,2.0,66.1,3.9,14.2,0.13
"Pasta, egg, white, tagliatelle, fresh, boiled in unsalted water",155,1.6,0.38,27.8,0.0,27.8,2.0,6.3,0.02
"Pasta, plain, fresh, boiled",160,1.5,0.28,28.9,0.6,27.9,1.9,6.6,0.04
"Pasta, ravioli, meat filling, canned in tomato sauce",80,1.4,0.46,13.7,3.3,10.4,1.1,2.6,0.65
"Pasta, spaghetti, canned, in tomato sauce",74,0.3,0.05,15.1,5.4,9.7,0.9,2.3,0.48
"Pasta, white,  twists, fusilli, dried, boiled in unsalted water",150,0.4,0.06,29.9,0.6,29.4,2.6,5.3,0.01
"Pasta, white, dried, boiled in unsalted water",172,0.8,0.11,33.9,1.1,32.8,2.5,6.1,0.00
"Pasta, white, dried, raw",347,1.6,0.23,68.8,2.0,66.8,3.7,12.4,0.01
"Pasta, white, spaghetti, dried, boiled in unsalted water",143,0.6,0.09,28.7,1.0,27.7,1.7,4.9,0.01
"Pasta, white, twists, fusilli, dried, boiled in salted water",153,0.7,0.11,29.9,0.6,29.4,2.6,5.5,0.44
"Pasta, wholewheat, spaghetti, dried, boiled in unsalted water",141,1.1,0.17,25.0,0.0,25.0,4.2,5.6,0.01
"Pasta, wholewheat, spaghetti, dried, raw",349,2.5,0.40,62.3,3.8,58.5,11.7,13.4,0.01
Pastichio,154,6.3,3.71,16.4,2.6,13.7,1.6,7.1,0.22
"Pastries, Asian",N,39.1,,40.0,21.5,18.5,N,6.9,0.48
"Pastries, chocolate eclairs, cream filled, retail",391,28.5,13.59,26.8,23.0,3.8,1.4,6.1,0.31
"Pastries, chocolate eclairs, fresh, homemade",383,24.7,13.23,35.6,24.8,10.8,0.7,4.2,0.22
"Pastries, cream filled, retail",423,27.4,16.05,39.0,26.2,12.8,2.9,3.6,0.51
"Pastries, Danish, retail",451,29.2,11.83,40.7,16.8,23.9,2.1,5.3,0.58
"Pastries, Greek, baklava, retail",465,25.1,9.65,51.3,28.5,22.8,2.0,7.4,0.41
"Pastry, cheese, shortcrust, homemade",491,32.4,20.16,35.6,0.4,35.2,1.9,13.4,0.99
"Pastry, choux, cooked, homemade",314,18.1,5.82,28.3,0.2,28.1,1.5,8.8,0.51
"Pastry, choux, uncooked, homemade",204,11.8,3.78,18.4,0.1,18.3,1.0,5.7,0.33
"Pastry, filo, retail, cooked",368,3.8,0.42,70.1,2.9,67.3,4.5,10.9,1.15
"Pastry, filo, retail, uncooked",281,2.9,0.32,53.7,2.3,51.4,3.4,8.3,0.88
"Pastry, flaky, cooked, homemade",542,37.4,23.46,43.9,0.6,43.4,2.4,6.3,0.82
"Pastry, flaky, uncooked, homemade",410,28.3,17.76,33.2,0.4,32.8,1.8,4.7,0.62
"Pastry, flaky/puff, retail, cooked",491,33.2,15.92,38.9,1.8,37.1,3.5,7.4,1.07
"Pastry, flaky/puff, retail, uncooked",387,26.2,12.56,30.7,1.4,29.3,2.8,5.8,0.84
"Pastry, shortcrust, cooked, homemade",512,29.9,18.62,52.0,0.7,51.4,2.8,7.3,0.65
"Pastry, shortcrust, retail, cooked",553,37.9,14.10,43.2,1.0,42.3,4.1,7.6,0.68
"Pastry, shortcrust, retail, uncooked",458,31.4,11.68,35.8,0.8,35.0,3.4,6.3,0.56
"Pastry, shortcrust, uncooked, homemade",437,25.5,15.93,44.5,0.6,43.9,2.4,6.2,0.56
"Pastry, wholemeal, cooked, homemade",498,30.0,18.36,44.5,1.0,43.5,7.1,8.9,0.64
"Pastry, wholemeal, uncooked, homemade",430,25.9,15.86,38.5,1.0,37.5,6.1,7.6,0.56
"Pasty, vegetable, homemade",305,19.1,7.08,27.3,1.8,25.5,2.8,4.6,0.35
"Pasty, vegetable, wholemeal, homemade",277,15.2,9.20,27.9,1.7,26.2,4.0,5.2,0.33
"Pate, liver",351,32.7,9.50,1.1,0.4,0.7,0.6,12.6,1.88
"Pate, meat, reduced fat",193,12.0,3.50,2.8,1.3,1.5,0.8,18.0,1.78
"Pate, tuna",313,26.8,3.90,1.4,0.4,1.0,0.7,16.2,0.98
"Patra leaves, raw",51,1.5,0.30,2.6,2.2,0.4,5.6,3.9,0.00
"Pavlova, toffee/chocolate, no fruit",375,19.7,10.83,45.1,43.2,0.3,1.1,3.8,0.17
"Pavlova, with fruit and cream",251,8.3,4.56,40.3,39.2,1.0,1.9,2.7,0.10
"Peach melba, homemade",164,10.5,6.65,15.2,14.6,0.5,0.4,1.7,0.10
"Peaches, canned in juice, whole contents",46,0.0,0.00,9.5,9.5,0.0,0.8,0.6,0.03
"Peaches, canned in syrup, whole contents",61,0.0,0.00,13.7,13.7,0.0,0.9,0.5,0.01
"Peaches, flesh and skin, raw, weighed with stone",38,0.1,0.00,6.5,6.5,0.0,1.9,0.9,0.00
"Peaches, raw, flesh and skin",41,0.1,0.00,7.2,7.2,0.0,2.1,1.0,0.00
"Peanut brittle, homemade",492,19.0,5.30,70.7,68.7,1.9,2.0,8.6,0.28
"Peanut butter, smooth",632,51.8,12.78,12.2,6.4,5.8,6.6,26.1,0.88
Peanuts and raisins,463,25.9,4.90,37.0,33.8,3.2,5.7,17.5,0.07
"Peanuts, dry roasted",619,49.8,8.90,9.5,3.6,5.9,7.6,29.4,1.98
"Peanuts, kernel only, plain, unsalted",595,46.0,8.66,11.6,5.9,5.7,8.1,29.6,0.01
"Peanuts, kernel only, plain, weighed with shells",411,31.8,5.98,8.0,4.1,3.9,5.6,20.4,0.00
"Peanuts, raisins and chocolate chips",468,25.4,8.02,43.5,41.3,2.2,4.7,13.8,0.11
"Peanuts, roasted and salted",633,53.0,9.50,6.6,3.6,3.0,8.0,28.3,1.00
"Pears, average, flesh and skin, raw, weighed with core and stalk",50,0.1,0.01,9.2,9.2,0.0,2.3,0.3,0.00
"Pears, average, raw, flesh only",59,0.1,0.01,11.2,11.2,0.0,2.7,0.3,0.00
"Pears, average, stewed with sugar",80,0.1,0.01,18.3,18.3,0.0,2.1,0.3,0.00
"Pears, average, stewed without sugar",46,0.1,0.01,9.8,9.8,0.0,2.3,0.3,0.00
"Pears, canned in juice, whole contents",39,0.0,0.00,8.6,8.6,0.0,1.4,0.3,0.01
"Pears, dried",236,0.5,0.11,52.1,52.1,0.0,6.0,1.6,0.04
"Pears, Nashi, flesh and skin, raw",39,0.1,0.00,7.1,7.1,0.0,3.6,0.3,0.02
"Pears, Nashi, flesh and skin, raw, weighed with core",35,0.1,0.00,6.4,6.4,0.0,3.2,0.3,0.01
"Pears, raw, flesh and skin",52,0.1,0.01,10.8,10.8,0.0,2.7,0.3,0.00
"Pears, raw, flesh only, peeled, weighed with skin and core",38,0.1,0.01,7.9,7.9,0.0,1.9,0.3,0.00
"Peas, boiled in unsalted water",89,1.6,0.30,9.2,1.1,6.9,5.6,6.7,0.00
"Peas, canned in water, re-heated, drained",69,0.9,0.20,7.3,1.6,5.7,5.3,5.3,0.00
"Peas, dried, boiled in unsalted water",115,0.8,0.30,17.3,0.8,16.5,5.5,6.9,0.03
"Peas, dried, raw",324,2.4,0.40,45.6,2.3,43.3,16.8,21.6,0.10
"Peas, frozen, boiled in unsalted water",81,0.7,0.14,10.4,5.6,4.8,5.5,5.5,0.01
"Peas, frozen, microwaved",82,0.9,0.17,10.1,6.3,3.8,5.6,5.7,0.01
"Peas, frozen, raw",78,0.7,0.13,10.1,5.4,4.6,5.3,5.3,0.01
"Peas, mange-tout, boiled in unsalted water",36,0.4,0.08,4.1,3.6,0.5,1.6,3.3,0.00
"Peas, mange-tout, raw",37,0.2,0.04,4.1,3.4,0.7,2.3,3.6,0.01
"Peas, mange-tout, stir-fried in rapeseed oil",72,4.9,0.30,3.5,3.2,0.4,1.4,2.8,0.00
"Peas, marrowfat, canned, re-heated, drained",95,0.8,0.10,12.6,0.9,10.3,5.0,6.9,0.40
"Peas, mushy, canned, re-heated",86,0.7,0.10,12.5,1.5,9.7,3.1,5.8,0.55
"Peas, raw",93,1.5,0.56,10.4,2.2,6.4,5.3,6.9,0.00
