food_code,units,rse_indicator,years,amount
Other fresh potatoes,g,Medium,2013,319.0
processed potatoes,g,Low,2013,242.0
Chips and takeaway chips,g,Low,2013,132.0
Chips - frozen or not frozen,g,Low,2013,99.0
Takeaway chips,g,Medium,2013,33.0
Instant potato,g,Very High,2013,1.0
Canned potatoes,g,Very High,2013,4.0
Crisps and potato snacks,g,Low,2013,57.0
"Other potato products, frozen or not frozen",g,Medium,2013,49.0
Fresh green vegetables,g,Low,2013,179.0
Fresh cabbages,g,Medium,2013,31.0
Fresh brussels sprouts,g,High,2013,10.0
Fresh cauliflower,g,Medium,2013,57.0
Leafy salads fresh,g,Low,2013,51.0
Lettuce and leafy salads,g,Medium,2013,31.0
Prepared lettuce salads,g,Medium,2013,19.0
Fresh peas,g,High,2013,5.0
Fresh beans,g,Medium,2013,17.0
Other fresh green vegetables,g,Medium,2013,8.0
Other fresh vegetables,g,Low,2013,569.0
Fresh carrots,g,Low,2013,100.0
Fresh turnips and swede,g,High,2013,15.0
Other fresh root vegetables,g,Medium,2013,45.0
"Fresh onions, leeks and shallots",g,Low,2013,114.0
Fresh cucumbers,g,Low,2013,45.0
Fresh mushrooms,g,Low,2013,34.0
Fresh tomatoes,g,Low,2013,87.0
Miscellaneous fresh vegtables,g,Low,2013,130.0
"Fresh vegetable stewpack, stirfry pack etc.",g,High,2013,29.0
Fresh stem vegetables,g,Medium,2013,24.0
"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",g,Medium,2013,71.0
Fresh herbs,g,Medium,2013,6.0
"Tomatoes, canned or bottled",g,Medium,2013,58.0
"Peas, canned",g,Medium,2013,15.0
Beans canned,g,Medium,2013,104.0
Baked beans in sauce,g,Medium,2013,87.0
Other canned beans and pulses,g,Medium,2013,17.0
Other canned vegetables,g,Medium,2013,18.0
Dried pulses other than air-dried,g,Very High,2013,10.0
Air-dried vegetables,g,Very High,2013,0.0
Vegetable juices and purees,ml,High,2013,7.0
Tomato puree and vegetable purees,ml,Medium,2013,4.0
"Vegetable juices eg tomato juice, carrot juice",ml,Very High,2013,3.0
"Peas, frozen",g,Medium,2013,30.0
"Beans, frozen",g,Very High,2013,4.0
Ready meals and other vegetable products (inc takeaways),g,Low,2013,67.0
"Ready meals and other vegetable products, frozen or not frozen",g,Low,2013,59.0
All vegetable takeaway products,g,High,2013,8.0
Other frozen vegetables,g,Medium,2013,40.0
Fresh and processed fruit,g,Low,2013,1114.0
Fresh fruit,g,Low,2013,744.0
Fresh oranges,g,Medium,2013,47.0
Other fresh citrus fruits,g,Low,2013,73.0
Fresh apples,g,Low,2013,137.0
Fresh pears,g,Medium,2013,35.0
Fresh stone fruit,g,Medium,2013,58.0
Fresh grapes,g,Low,2013,52.0
Other fresh soft fruit,g,Low,2013,47.0
Fresh bananas,g,Low,2013,219.0
Fresh melons,g,High,2013,33.0
Other fresh fruit,g,Medium,2013,42.0
Processed fruit and fruit products,g,Low,2013,370.0
"Tinned peaches, pears and pineapples",g,High,2013,10.0
All other tinned or bottled fruit,g,High,2013,16.0
Dried fruit,g,High,2013,20.0
"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",g,High,2013,2.0
"Nuts, edible seeds and peanut butter",g,Medium,2013,34.0
Nuts and edible seeds,g,Medium,2013,29.0
Peanut butter,g,High,2013,5.0
Pure fruit juices [note 8],ml,Medium,2013,288.0
Bread,g,Very Low,2013,607.0
white bread,g,Low,2013,247.0
"White bread, standard, unsliced",g,High,2013,25.0
"White bread, standard, sliced",g,Low,2013,218.0
"White bread, premium, sliced and unsliced",g,High,2013,1.0
"White bread, soft grain, sliced and unsliced",g,High,2013,3.0
Brown and wholemeal bread,g,Low,2013,156.0
"Brown bread, sliced and unsliced",g,High,2013,31.0
"Wholemeal and granary bread, sliced and unsliced",g,Medium,2013,125.0
Total other bread,g,Low,2013,203.0
"Rolls - white, brown or wholemeal",g,Medium,2013,64.0
Malt bread and fruit loaves,g,High,2013,8.0
Vienna and french bread,g,Medium,2013,27.0
Starch reduced bread and rolls,g,High,2013,6.0
Other breads,g,Low,2013,80.0
Sandwiches,g,High,2013,13.0
Sandwiches from takeaway,g,High,2013,3.0
Takeaway breads,g,High,2013,2.0
Flour,g,High,2013,57.0
"Cakes, buns and pastries",g,Low,2013,150.0
"Buns, scones and teacakes",g,Low,2013,47.0
Cakes and pastries,g,Low,2013,103.0
"Cakes and pastries, not frozen",g,Low,2013,102.0
Takeaway pastries,g,High,2013,1.0
Biscuits and crispbreads,g,Low,2013,165.0
Crispbread,g,Medium,2013,8.0
Biscuits other than chocolate,g,Low,2013,106.0
Sweet biscuits (not chocolate) and cereal bars,g,Low,2013,93.0
Cream crackers and other unsweetened biscuits,g,Medium,2013,13.0
Chocolate biscuits,g,Low,2013,51.0
Other cereals and cereal products,g,Very Low,2013,549.0
Oatmeal and oat products,g,Medium,2013,24.0
Breakfast cereals,g,Low,2013,127.0
Muesli,g,Medium,2013,19.0
High fibre breakfast cereals,g,Medium,2013,46.0
Sweetened breakfast cereals,g,Medium,2013,31.0
Other breakfast cereals,g,Medium,2013,30.0
Canned milk puddings,g,Medium,2013,25.0
Canned or fresh carton custard,g,Medium,2013,15.0
All canned milk puddings,g,High,2013,10.0
Puddings,g,High,2013,9.0
Rice,g,Medium,2013,95.0
Dried rice,g,High,2013,63.0
Cooked rice,g,Medium,2013,15.0
Takeaway rice,g,Medium,2013,17.0
"Invalid foods, slimming foods and sports foods",g,Very High,2013,4.0
Infant cereal foods,g,Very High,2013,1.0
Cakes and pastries - frozen,g,High,2013,9.0
Pasta,g,Low,2013,90.0
Canned pasta,g,High,2013,19.0
Dried and fresh pasta,g,Medium,2013,70.0
Takeaway pasta and noodles,g,Very High,2013,1.0
Pizza,g,Low,2013,78.0
"Pizzas, frozen and not frozen",g,Medium,2013,57.0
Takeaway pizza,g,High,2013,21.0
Other cereal convenience foods,g,Low,2013,81.0
"Cake, pudding and dessert mixes",g,High,2013,6.0
Cereal snacks,g,Medium,2013,22.0
"Quiches and flans, frozen and not frozen",g,High,2013,11.0
"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",g,Very High,2013,1.0
"Other cereal foods, frozen and not frozen",g,Low,2013,41.0
Other cereals,g,Very High,2013,6.0
Beverages,g,Low,2013,52.0
Tea,g,Medium,2013,25.0
Coffee beans and ground coffee,g,Medium,2013,5.0
Instant coffee,g,Medium,2013,14.0
Coffee essences,ml,Very High,2013,0.0
Tea and coffee from takeaway,ml,Very High,2013,1.0
Cocoa and chocolate drinks,g,High,2013,5.0
Malt drinks and chocolate versions of malted drinks,g,Very High,2013,2.0
Other food and drink,g,Medium,2013,778.0
Mineral or spring waters,ml,High,2013,306.0
Baby foods,g,Very High,2013,10.0
Soups - canned or cartons,g,Medium,2013,79.0
Soups - dehydrated or powdered,g,Very High,2013,4.0
Soups - from takeaway,g,Very High,2013,0.0
Other takeaway food brought home,g,Very High,2013,0.0
Meals on wheels - items not specified,g,Very High,2013,0.0
Spreads and dressings,g,Low,2013,47.0
Salad dressings,g,Low,2013,37.0
Other spreads and dresssings,g,High,2013,10.0
Pickles and sauces,g,Low,2013,130.0
Pickles,g,High,2013,13.0
Sauces,g,Low,2013,116.0
Takeaway sauces and mayonnnaise,g,High,2013,1.0
Stock cubes and meat and yeast extracts,g,High,2013,5.0
Jelly squares or crystals,g,High,2013,5.0
Ice cream tub or block,ml,Medium,2013,99.0
Ice cream products including takeaways,ml,Medium,2013,77.0
"Ice cream cornets, choc-ices, lollies with ice cream",ml,Medium,2013,39.0
"Ice lollies, sorbet, frozen mousse, frozen yoghurt",ml,High,2013,37.0
"Takeaway ice cream, ice cream products, milkshakes",ml,Very High,2013,1.0
Salt,g,High,2013,8.0
Soya and novel protein foods,g,High,2013,6.0
Soft drinks,ml,Low,2013,1664.0
"Soft drinks, concentrated, not low calorie [note 10]",ml,High,2013,321.0
"Soft drinks, not concentrated,  not low calorie",ml,Medium,2013,557.0
"Soft drinks, concentrated, low calorie [note 10]",ml,Medium,2013,354.0
"Soft drinks, not concentrated, low calorie",ml,Medium,2013,433.0
Confectionery,g,Low,2013,128.0
Chocolate bars - solid,g,Low,2013,35.0
Chocolate bars - filled,g,Low,2013,50.0
Chewing gum,g,High,2013,1.0
Mints and boiled sweets,g,Low,2013,38.0
Mints,g,High,2013,2.0
Boiled sweets,g,Low,2013,36.0
"Fudges, toffees, caramels",g,High,2013,3.0
Takeaway confectionery,g,Very High,2013,0.0
Alcoholic drinks,ml,Medium,2013,694.0
Beers,ml,High,2013,76.0
Lagers and continental beers,ml,Medium,2013,254.0
Ciders and perry,ml,High,2013,87.0
Wine and champagne,ml,Medium,2013,226.0
"Champagne, sparkling wines and wine with mixer",ml,High,2013,13.0
Table wine,ml,Medium,2013,214.0
Spirits with mixer,ml,Very High,2013,1.0
Fortified wines,ml,Very High,2013,8.0
Spirits,ml,Medium,2013,30.0
Liqueurs and cocktails,ml,High,2013,6.0
Alcopops,ml,Very High,2013,5.0
,,,2013,
Milk and milk products excluding cheese,ml,Very Low,2014,1849.0
"Liquid wholemilk, including school and welfare",ml,Medium,2014,263.0
"Liquid wholemilk, full price",ml,Medium,2014,263.0
UHT milk,ml,Very High,2014,3.0
Sterilised,ml,,2014,2.0
Pasteurised/ homogenised,ml,Medium,2014,258.0
School milk ,ml,,2014,
Welfare milk,ml,,2014,
Other milk and cream,ml,Low,2014,1586.0
Skimmed milks,ml,Low,2014,1198.0
Fully skimmed milk,ml,Medium,2014,154.0
Semi-skimmed milk,ml,Low,2014,1045.0
Condensed or evaporated milk,eq ml,High,2014,17.0
Infant milks,eq ml,Very High,2014,45.0
Infant or baby milks - ready to drink,eq ml,Very High,2014,4.0
Infant or baby milks - dried,eq ml,Very High,2014,41.0
Instant dried milk,eq ml,Very High,2014,4.0
Yoghurt and fromage frais,ml,Low,2014,191.0
Yoghurt,ml,Low,2014,175.0
Fromage frais,ml,High,2014,16.0
Other milks and dairy desserts,ml,Medium,2014,107.0
Dairy desserts - not frozen,ml,Medium,2014,38.0
Dried milk products,ml,Very High,2014,2.0
Milk drinks and other milks ,ml,High,2014,29.0
Non-dairy milk substitutes ,ml,Medium,2014,37.0
Cream,ml,Medium,2014,23.0
Cheese,g,Low,2014,111.0
Natural cheese,g,Low,2014,100.0
Hard cheese - cheddar type,g,Low,2014,61.0
Hard cheese - other uk or foreign equivalent,g,High,2014,7.0
Hard cheese - edam or other foreign,g,Medium,2014,7.0
Cottage cheese,g,High,2014,5.0
Soft natural cheese,g,Medium,2014,20.0
Processed cheese,g,Medium,2014,10.0
Carcase meat,g,Low,2014,195.0
Beef and veal,g,Low,2014,101.0
Beef joints - on the bone,g,Very High,2014,1.0
Beef joints - boned,g,High,2014,17.0
Beef steak - less expensive,g,Medium,2014,16.0
Beef steak - more expensive,g,High,2014,16.0
Minced beef,g,Medium,2014,50.0
All other beef and veal,g,Very High,2014,0.0
Mutton and lamb,g,High,2014,37.0
Mutton,g,Very High,2014,1.0
Lamb joints,g,Very High,2014,22.0
Lamb chops,g,High,2014,9.0
All other lamb,g,Very High,2014,6.0
Pork,g,Medium,2014,57.0
Pork joints,g,High,2014,23.0
Pork chops,g,High,2014,7.0
Pork fillets and steaks,g,High,2014,14.0
All other pork,g,High,2014,12.0
Non-carcase meat and meat products,g,Very Low,2014,760.0
Liver,g,Very High,2014,3.0
Ox liver,g,Very High,2014,0.0
Lambs liver,g,Very High,2014,1.0
Pigs liver,g,Very High,2014,1.0
All other liver,g,Very High,2014,1.0
All offal other than liver,g,Very High,2014,2.0
"Bacon and ham, uncooked",g,Medium,2014,62.0
"Bacon and ham joints, uncooked",g,High,2014,20.0
"Bacon and ham rashers, uncooked",g,Low,2014,42.0
"Bacon and ham, cooked",g,Low,2014,40.0
Cooked poultry not purchased in cans,g,Medium,2014,35.0
"Chicken and turkey, cooked",g,Medium,2014,28.0
Takeaway chicken,g,High,2014,7.0
"Corned beef, canned or sliced",g,Medium,2014,7.0
Other cooked meat,g,Medium,2014,14.0
Other canned meat and canned meat products,g,High,2014,21.0
"Chicken, uncooked - whole chicken or chicken pieces",g,Low,2014,186.0
"Other poultry, uncooked (including frozen)",g,High,2014,20.0
"Turkey, uncooked - whole turkey or turkey pieces",g,High,2014,16.0
"Poultry other than chicken or turkey, uncooked",g,Very High,2014,4.0
"Other fresh, chilled and frozen meat",g,Very High,2014,2.0
"Sausages, uncooked - pork",g,Low,2014,55.0
"Sausages, uncooked - beef and other sausages",g,High,2014,4.0
"Meat pies and sausage rolls, ready to eat",g,Medium,2014,20.0
"Meat pies, ready to eat",g,Medium,2014,11.0
"Sausage rolls, ready to eat",g,Medium,2014,10.0
"Meat pies, pasties and puddings, frozen or not frozen",g,Medium,2014,41.0
"Burgers, frozen or not frozen",g,Medium,2014,18.0
Ready meals and convenience meat products,g,Low,2014,163.0
"Complete meat-based ready meals, frozen or not frozen",g,Medium,2014,85.0
"Other convenience meat products, frozen or not frozen",g,Medium,2014,78.0
Pate and delicatessen type sausage,g,Medium,2014,17.0
Pate,g,High,2014,4.0
Delicatessen type sausages,g,Medium,2014,13.0
Meat pastes and spreads,g,Very High,2014,1.0
Takeaway meats,g,Medium,2014,50.0
Takeaway meat pies and pasties,g,Very High,2014,1.0
Takeaway burger and bun,g,High,2014,5.0
Takeaway kebabs,g,High,2014,10.0
Takeaway sausages and saveloys,g,High,2014,2.0
Takeaway meat based meals,g,Medium,2014,32.0
Takeaway miscellaneous meats,g,Very High,2014,0.0
Fish,g,Low,2014,144.0
"White fish, fresh, chilled or frozen",g,High,2014,19.0
"White fish, fresh or chilled",g,High,2014,13.0
"White fish, frozen",g,Very High,2014,7.0
"Herrings and other blue fish, fresh, chilled or frozen",g,High,2014,6.0
"Herrings and other blue fish, fresh or chilled",g,Very High,2014,5.0
"Herrings and other blue fish, frozen",g,Very High,2014,0.0
"Salmon, fresh, chilled or frozen",g,Medium,2014,13.0
"Salmon, fresh or chilled",g,Medium,2014,12.0
"Salmon, frozen",g,Very High,2014,1.0
"Blue fish, dried or salted or smoked",g,High,2014,7.0
"White fish, dried, salted or smoked",g,Very High,2014,3.0
Shellfish,g,High,2014,10.0
"Shellfish, fresh or chilled",g,High,2014,6.0
"Shellfish, frozen",g,High,2014,5.0
Takeaway fish,g,High,2014,7.0
"Salmon, tinned",g,Very High,2014,3.0
Other tinned or bottled fish,g,Medium,2014,24.0
Ready meals and other fish products - frozen or not frozen,g,Medium,2014,49.0
Takeaway fish meals and fish products,g,High,2014,3.0
Takeaway fish products,g,Very High,2014,0.0
Takeaway fish based meals,g,Very High,2014,2.0
Eggs,no.,Low,2014,2.0
Fats,g,Low,2014,158.0
Butter,g,Medium,2014,40.0
Margarine,g,Medium,2014,18.0
Soft margarine,g,Medium,2014,16.0
Other margarine,g,Very High,2014,2.0
"Lard, cooking fat",g,Very High,2014,2.0
Vegetable and salad oils,ml,High,2014,52.0
Olive oil,ml,High,2014,14.0
Other vegetable and salad oils,ml,High,2014,38.0
All other fats,g,Medium,2014,46.0
Reduced fat spreads,g,Medium,2014,27.0
Low fat spreads,g,Very High,2014,11.0
Suet and dripping,g,Very High,2014,1.0
Imitatation cream,g,High,2014,6.0
Sugar and preserves,g,Medium,2014,109.0
Sugar,g,Medium,2014,78.0
Jams and fruit curds,g,Medium,2014,14.0
Marmalade,g,High,2014,6.0
"Syrup, treacle",g,High,2014,3.0
Honey,g,Medium,2014,7.0
"fruit and vegetables, including potatoes",g,Low,2014,2846.0
"vegetables, including potatoes",g,Very Low,2014,1751.0
fresh and processed potatoes,g,Low,2014,671.0
Fresh potatoes,g,Low,2014,431.0
Fresh new potatoes ,g,Medium,2014,61.0
Fresh baking potatoes ,g,Medium,2014,58.0
Other fresh potatoes,g,Medium,2014,312.0
processed potatoes,g,Low,2014,240.0
Chips and takeaway chips,g,Low,2014,135.0
Chips - frozen or not frozen,g,Low,2014,102.0
Takeaway chips,g,Medium,2014,33.0
Instant potato,g,Very High,2014,1.0
Canned potatoes,g,Very High,2014,3.0
Crisps and potato snacks,g,Low,2014,56.0
"Other potato products, frozen or not frozen",g,Medium,2014,46.0
Fresh green vegetables,g,Low,2014,181.0
Fresh cabbages,g,Medium,2014,34.0
Fresh brussels sprouts,g,High,2014,9.0
Fresh cauliflower,g,Medium,2014,57.0
Leafy salads fresh,g,Low,2014,51.0
Lettuce and leafy salads,g,Medium,2014,32.0
Prepared lettuce salads,g,Medium,2014,18.0
Fresh peas,g,High,2014,5.0
Fresh beans,g,Medium,2014,19.0
Other fresh green vegetables,g,Medium,2014,8.0
Other fresh vegetables,g,Low,2014,564.0
Fresh carrots,g,Low,2014,102.0
Fresh turnips and swede,g,High,2014,13.0
Other fresh root vegetables,g,Medium,2014,44.0
"Fresh onions, leeks and shallots",g,Low,2014,109.0
Fresh cucumbers,g,Low,2014,47.0
Fresh mushrooms,g,Low,2014,35.0
Fresh tomatoes,g,Low,2014,83.0
Miscellaneous fresh vegtables,g,Low,2014,131.0
"Fresh vegetable stewpack, stirfry pack etc.",g,High,2014,29.0
Fresh stem vegetables,g,Medium,2014,24.0
"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",g,Medium,2014,73.0
Fresh herbs,g,Medium,2014,5.0
"Tomatoes, canned or bottled",g,Medium,2014,55.0
"Peas, canned",g,Medium,2014,14.0
Beans canned,g,Medium,2014,96.0
Baked beans in sauce,g,Medium,2014,80.0
Other canned beans and pulses,g,Medium,2014,17.0
Other canned vegetables,g,Medium,2014,16.0
Dried pulses other than air-dried,g,Very High,2014,7.0
Air-dried vegetables,g,Very High,2014,0.0
Vegetable juices and purees,ml,High,2014,7.0
Tomato puree and vegetable purees,ml,Medium,2014,4.0
"Vegetable juices eg tomato juice, carrot juice",ml,Very High,2014,4.0
"Peas, frozen",g,Medium,2014,28.0
"Beans, frozen",g,Very High,2014,3.0
Ready meals and other vegetable products (inc takeaways),g,Low,2014,68.0
"Ready meals and other vegetable products, frozen or not frozen",g,Low,2014,59.0
All vegetable takeaway products,g,High,2014,9.0
Other frozen vegetables,g,Medium,2014,38.0
Fresh and processed fruit,g,Low,2014,1096.0
Fresh fruit,g,Low,2014,766.0
Fresh oranges,g,Medium,2014,48.0
Other fresh citrus fruits,g,Low,2014,79.0
Fresh apples,g,Low,2014,131.0
Fresh pears,g,Medium,2014,37.0
Fresh stone fruit,g,Medium,2014,62.0
Fresh grapes,g,Low,2014,56.0
Other fresh soft fruit,g,Low,2014,51.0
Fresh bananas,g,Low,2014,221.0
Fresh melons,g,High,2014,37.0
Other fresh fruit,g,Medium,2014,42.0
Processed fruit and fruit products,g,Low,2014,330.0
"Tinned peaches, pears and pineapples",g,High,2014,11.0
All other tinned or bottled fruit,g,High,2014,15.0
Dried fruit,g,High,2014,17.0
"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",g,High,2014,3.0
"Nuts, edible seeds and peanut butter",g,Medium,2014,37.0
Nuts and edible seeds,g,Medium,2014,32.0
Peanut butter,g,High,2014,5.0
Pure fruit juices [note 8],ml,Medium,2014,247.0
Bread,g,Very Low,2014,555.0
white bread,g,Low,2014,222.0
"White bread, standard, unsliced",g,High,2014,22.0
"White bread, standard, sliced",g,Low,2014,196.0
"White bread, premium, sliced and unsliced",g,High,2014,0.0
"White bread, soft grain, sliced and unsliced",g,High,2014,3.0
Brown and wholemeal bread,g,Low,2014,150.0
"Brown bread, sliced and unsliced",g,High,2014,25.0
"Wholemeal and granary bread, sliced and unsliced",g,Medium,2014,125.0
Total other bread,g,Low,2014,183.0
"Rolls - white, brown or wholemeal",g,Medium,2014,62.0
Malt bread and fruit loaves,g,High,2014,6.0
Vienna and french bread,g,Medium,2014,26.0
Starch reduced bread and rolls,g,High,2014,5.0
Other breads,g,Low,2014,67.0
Sandwiches,g,High,2014,12.0
Sandwiches from takeaway,g,High,2014,3.0
Takeaway breads,g,High,2014,2.0
Flour,g,High,2014,52.0
"Cakes, buns and pastries",g,Low,2014,147.0
"Buns, scones and teacakes",g,Low,2014,48.0
Cakes and pastries,g,Low,2014,99.0
"Cakes and pastries, not frozen",g,Low,2014,98.0
Takeaway pastries,g,High,2014,1.0
Biscuits and crispbreads,g,Low,2014,162.0
Crispbread,g,Medium,2014,7.0
Biscuits other than chocolate,g,Low,2014,105.0
Sweet biscuits (not chocolate) and cereal bars,g,Low,2014,93.0
Cream crackers and other unsweetened biscuits,g,Medium,2014,12.0
Chocolate biscuits,g,Low,2014,51.0
Other cereals and cereal products,g,Very Low,2014,560.0
Oatmeal and oat products,g,Medium,2014,23.0
Breakfast cereals,g,Low,2014,126.0
Muesli,g,Medium,2014,19.0
High fibre breakfast cereals,g,Medium,2014,48.0
Sweetened breakfast cereals,g,Medium,2014,33.0
Other breakfast cereals,g,Medium,2014,27.0
Canned milk puddings,g,Medium,2014,25.0
Canned or fresh carton custard,g,Medium,2014,15.0
All canned milk puddings,g,High,2014,10.0
Puddings,g,High,2014,10.0
Rice,g,Medium,2014,103.0
Dried rice,g,High,2014,68.0
Cooked rice,g,Medium,2014,19.0
Takeaway rice,g,Medium,2014,17.0
"Invalid foods, slimming foods and sports foods",g,Very High,2014,4.0
